Aimé Césaire,acesaire,"poet, politician",,,,,,,,,,,
Places,Arrival,Earliest Presence,Citation 1,Latest Presence,Departure,Citation 2,Notes,Links to resources,User Categories,Place ID,Legacy City,Legacy State,Legacy Country
"Paris, France",1972-10,,,,,,,,,paris_france,Paris,,France
"Fort-de-France, Martinique",1972-11,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Fort-de-France, Martinique",1973-07,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Paris, France",1973-10,,,,,,,,,paris_france,Paris,,France
"Paris, France",1974-02,,,,,,,,,paris_france,Paris,,France
"Fort-de-France, Martinique",1974-02,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Paris, France",1974-11,,,,,,,,,paris_france,Paris,,France
"Fort-de-France, Martinique",1974-12,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Port-of-Spain, Trinidad",1974-12-14,,,,,,,,,port_of_spain_trinidad,Port-of-Spain,,Trinidad
"Fort-de-France, Martinique",1974-12,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Paris, France",1975-11,,,,,,,,,paris_france,Paris,,France
"Fort-de-France, Martinique",1975-12,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Paris, France",1976-05,,,,,,,,,paris_france,Paris,,France
"Fort-de-France, Martinique",1976-12-10,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Paris, France",1977-06,,,,,,,,,paris_france,Paris,,France
"Dakar, Senegal",1977-06-09,,,,,,,,,dakar_senegal,Dakar,,Senegal
"Fort-de-France, Martinique",1977-07,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Paris, France",1977-11,,,,,,,,,paris_france,Paris,,France
"Fort-de-France, Martinique",1978-01,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Paris, France",1978-03,,,,,,,,,paris_france,Paris,,France
"Geneva, Switzerland",1978-06,,,,,,,,,geneva_switzerland,Geneva,,Switzerland
"Fort-de-France, Martinique",1978-07-04,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Paris, France",1978-11,,,,,,,,,paris_france,Paris,,France
"Fort-de-France, Martinique",1979-01,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Paris, France",1979-10,,,,,,,,,paris_france,Paris,,France
"Dakar, Senegal",1979-12-21,,,,,,,,,dakar_senegal,Dakar,,Senegal
"Fort-de-France, Martinique",1980-02,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Paris, France",1980-06,,,,,,,,,paris_france,Paris,,France
"Fort-de-France, Martinique",1980-06,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Paris, France",1981-03-15,,,,,,,,,paris_france,Paris,,France
"Fort-de-France, Martinique",1981-03-29,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Paris, France",1981-07-13,,,,,,,,,paris_france,Paris,,France
"Fort-de-France, Martinique",1982-02,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Angoulême, France",1982-05-22,,,,,,,,,angouleme_france,Angoulême,,France
"Paris, France",1982-09,,,,,,,,,paris_france,Paris,,France
"Fort-de-France, Martinique",1982-12,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Paris, France",1982-12-15,,,,,,,,,paris_france,Paris,,France
"Fort-de-France, Martinique",1983-01-10,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Paris, France",1983-12,,,,,,,,,paris_france,Paris,,France
"Fort-de-France, Martinique",1984-03,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Paris, France",1984-06,,,,,,,,,paris_france,Paris,,France
"Fort-de-France, Martinique",1985-02,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Paris, France",1985-04,,,,,,,,,paris_france,Paris,,France
"Fort-de-France, Martinique",1985-03-29,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Paris, France",1985-11,,,,,,,,,paris_france,Paris,,France
"Fort-de-France, Martinique",1985-12,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Paris, France",1985-12,,,,,,,,,paris_france,Paris,,France
"Fort-de-France, Martinique",1986-01,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Paris, France",1986-04,,,,,,,,,paris_france,Paris,,France
"Fort-de-France, Martinique",1986-07,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Paris, France",1986-11,,,,,,,,,paris_france,Paris,,France
"Fort-de-France, Martinique",1987-01,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Miami, Florida, USA",1987-02-26,,,,,,,,,miami_florida_usa,Miami,,United States
"Fort-de-France, Martinique",1987-07,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Paris, France",1989-06,,,,,,,,,paris_france,Paris,,France
"Avignon, France",1989-07,,,,,,,,,avignon_france,Avignon,,France
"Fort-de-France, Martinique",1989-08,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
"Paris, France",1989-10,,,,,,,,,paris_france,Paris,,France
"Fort-de-France, Martinique",1989-12,,,,,,,,,fort_de_france_martinique,Fort-de-France,,Martinique
